GIS_ID,FACILITY,NAME,TYPE,SHAPE_Area,FEAT_ID,OBJECTID,GLOBALID,SHAPE_Length
99062,0,OGIER PONDS,LAKE,19069.8123355617,227,201,{0756B821-1875-4D90-B2A9-52921E127532},1063.84023297478
99062,0,OGIER PONDS,LAKE,101055.263782311,228,202,{93B44448-7CCB-45C4-91EA-187EEF233B88},2018.27832011843
99062,0,OGIER PONDS,LAKE,801115.461950303,229,203,{37790F31-32DE-4C54-8092-8296AD2954A6},8662.79915910533
99062,0,OGIER PONDS,LAKE,205227.139939511,230,204,{65B37557-6B07-4F63-BDA6-87C9B6A72A36},2016.99772558242
99062,0,OGIER PONDS,LAKE,683497.636149758,231,205,{3F7A286A-DE00-41A7-85BB-8603D6A2B4E4},5283.87484373121
99062,0,OGIER PONDS,LAKE,3588967.69931076,232,206,{33268F12-BC9A-41EA-BE72-2D9A1CA65891},18899.7500916476
99062,0,OGIER PONDS,LAKE,272714.856843986,233,207,{E9745C54-035D-44A1-9E82-E0A5699D6914},2060.40224607863
99062,0,OGIER PONDS,LAKE,781310.762848583,234,208,{DE174583-99AC-4222-87DB-945253565036},6630.422223706
99062,0,OGIER PONDS,LAKE,71428.1174804717,235,209,{B5E965B2-0187-47CE-855F-1283EBA95586},2837.9642360792
99065,0,LAKE SILVEIRA,LAKE,416652.844112415,237,210,{935C83F7-8ECF-4F40-B8F7-326181528148},3093.99112229546
